# Node-ID	solution type	event type	new arrangement at node	arrangement at parental node
15	non-ambiguous solution	terminal loss	PF03028 PF18198 PF18199	PF12777 PF12781 PF03028 PF18198 PF18199
15	non-ambiguous solution	terminal loss	PF11969	PF05652 PF11969
15	non-ambiguous solution	terminal loss	PF11969	PF11969 PF16278
15	non-ambiguous solution	terminal loss	PF13589 PF01119	PF13589 PF01119 PF08676
15	non-ambiguous solution	terminal loss	PF13589 PF01119	PF13589 PF01119 PF16413
15	non-ambiguous solution	terminal loss	PF13620	PF00246 PF13620
15	non-ambiguous solution	terminal loss	PF13620	PF00246 PF13620 PF00246 PF13620 PF00246 PF13620
15	non-ambiguous solution	terminal loss	PF13832	PF10513 PF13831 PF13832
15	non-ambiguous solution	terminal loss	PF13832	PF13831 PF13832
15	non-ambiguous solution	terminal loss	PF17855	PF12619 PF14551 PF17207 PF00493 PF17855
15	non-ambiguous solution	terminal loss	PF17855	PF14551 PF17207 PF00493 PF17855
15	non-ambiguous solution	terminal loss	PF17855	PF17207 PF00493 PF17855
15	non-ambiguous solution	terminal loss	PF18199	PF08385 PF08393 PF12774 PF17852 PF12775 PF17857 PF12780 PF12777 PF12781 PF03028 PF18198 PF18199
15	non-ambiguous solution	terminal loss	PF18199	PF08393 PF12774 PF17852 PF12775 PF17857 PF12780 PF12777 PF12781 PF03028 PF18198 PF18199
15	non-ambiguous solution	terminal loss	PF18199	PF12777 PF12781 PF03028 PF18198 PF18199
16	exact solution	fission	PF00009 | PF03144 PF00679 PF06421	PF00009 PF03144 PF00679 PF06421
16	exact solution	fission	PF00041 PF18861 | PF00102	PF00041 PF18861 PF00102
16	exact solution	fission	PF00069 | PF00659	PF00069 PF00659
16	exact solution	fission	PF00076 | PF01805 PF04818 PF08312	PF00076 PF01805 PF04818 PF08312
16	exact solution	fission	PF00111 | PF01799	PF00111 PF01799
16	exact solution	fission	PF00125 | PF16211	PF00125 PF16211
16	exact solution	fission	PF00157 | PF00046	PF00157 PF00046
16	exact solution	fission	PF00168 | PF00616 PF12004	PF00168 PF00616 PF12004
16	exact solution	fission	PF00225 | PF13931	PF00225 PF13931
16	exact solution	fission	PF00226 | PF05207	PF00226 PF05207
16	exact solution	fission	PF00226 | PF16717 PF00249	PF00226 PF16717 PF00249
16	exact solution	fission	PF00240 | PF00627 PF09280 PF00627	PF00240 PF00627 PF09280 PF00627
16	exact solution	fission	PF00307 | PF00412 PF12130	PF00307 PF00412 PF12130
16	exact solution	fission	PF00307 | PF03271	PF00307 PF03271
16	exact solution	fission	PF00378 PF02737 | PF00725	PF00378 PF02737 PF00725
16	exact solution	fission	PF00385 PF00176 PF00271 | PF07533	PF00385 PF00176 PF00271 PF07533
16	exact solution	fission	PF00400 PF04053 | PF06957	PF00400 PF04053 PF06957
16	exact solution	fission	PF00400 | PF04003	PF00400 PF04003
16	exact solution	fission	PF00443 | PF12030	PF00443 PF12030
16	exact solution	fission	PF00456 PF02779 | PF02780	PF00456 PF02779 PF02780
16	exact solution	fission	PF00501 PF13193 | PF00550 PF07993 PF00106	PF00501 PF13193 PF00550 PF07993 PF00106
16	exact solution	fission	PF00520 PF16905 | PF08763	PF00520 PF16905 PF08763
16	exact solution	fission	PF00566 | PF15733	PF00566 PF15733
16	exact solution	fission	PF00610 | PF18148 PF00631 PF00615	PF00610 PF18148 PF00631 PF00615
16	exact solution	fission	PF00611 | PF10291	PF00611 PF10291
16	exact solution	fission	PF00613 | PF00454	PF00613 PF00454
16	exact solution	fission	PF00621 | PF19057 PF19056	PF00621 PF19057 PF19056
16	exact solution	fission	PF00628 | PF02373 PF17811	PF00628 PF02373 PF17811
16	exact solution	fission	PF00667 | PF00175	PF00667 PF00175
16	exact solution	fission	PF00675 PF05193 | PF08367	PF00675 PF05193 PF08367
16	exact solution	fission	PF00787 | PF09325	PF00787 PF09325
16	exact solution	fission	PF00790 | PF03127	PF00790 PF03127
16	exact solution	fission	PF00795 | PF19018	PF00795 PF19018
16	exact solution	fission	PF00890 | PF02910	PF00890 PF02910
16	exact solution	fission	PF00970 | PF00175	PF00970 PF00175
16	exact solution	fission	PF01030 PF00757 | PF01030 PF00041 PF07714	PF01030 PF00757 PF01030 PF00041 PF07714
16	exact solution	fission	PF01082 | PF03712	PF01082 PF03712
16	exact solution	fission	PF01368 | PF02833	PF01368 PF02833
16	exact solution	fission	PF01390 PF00057 | PF15494 PF00089	PF01390 PF00057 PF15494 PF00089
16	exact solution	fission	PF01411 | PF07973	PF01411 PF07973
16	exact solution	fission	PF01448 | PF03154	PF01448 PF03154
16	exact solution	fission	PF01562 | PF01421 PF17771 PF00090 PF05986 PF19030	PF01562 PF01421 PF17771 PF00090 PF05986 PF19030
16	exact solution	fission	PF01803 | PF17916	PF01803 PF17916
16	exact solution	fission	PF01805 PF12230 | PF00240	PF01805 PF12230 PF00240
16	exact solution	fission	PF02210 | PF16184	PF02210 PF16184
16	exact solution	fission	PF02366 PF02815 | PF16192	PF02366 PF02815 PF16192
16	exact solution	fission	PF02403 | PF00587	PF02403 PF00587
16	exact solution	fission	PF02770 | PF01756	PF02770 PF01756
16	exact solution	fission	PF02779 | PF02780	PF02779 PF02780
16	exact solution	fission	PF02789 | PF00883	PF02789 PF00883
16	exact solution	fission	PF02837 | PF00703 PF02836	PF02837 PF00703 PF02836
16	exact solution	fission	PF02885 PF00591 | PF07831	PF02885 PF00591 PF07831
16	exact solution	fission	PF02893 | PF16016	PF02893 PF16016
16	exact solution	fission	PF02898 | PF00258 PF00667 PF00175	PF02898 PF00258 PF00667 PF00175
16	exact solution	fission	PF03104 PF00136 | PF08490	PF03104 PF00136 PF08490
16	exact solution	fission	PF03104 | PF00136	PF03104 PF00136
16	exact solution	fission	PF03105 | PF03124	PF03105 PF03124
16	exact solution	fission	PF03810 PF08506 | PF03378	PF03810 PF08506 PF03378
16	exact solution	fission	PF04810 PF04811 PF08033 PF04815 | PF00626	PF04810 PF04811 PF08033 PF04815 PF00626
16	exact solution	fission	PF06297 | PF00412	PF06297 PF00412
16	exact solution	fission	PF06466 PF00583 | PF00439	PF06466 PF00583 PF00439
16	exact solution	fission	PF06466 | PF00583 PF00439	PF06466 PF00583 PF00439
16	exact solution	fission	PF07145 | PF00009 PF03143	PF07145 PF00009 PF03143
16	exact solution	fission	PF07159 | PF05994	PF07159 PF05994
16	exact solution	fission	PF07713 | PF01585	PF07713 PF01585
16	exact solution	fission	PF07992 | PF02852	PF07992 PF02852
16	exact solution	fission	PF08190 | PF18201	PF08190 PF18201
16	exact solution	fission	PF08336 | PF13640	PF08336 PF13640
16	exact solution	fission	PF08711 PF07500 | PF01096	PF08711 PF07500 PF01096
16	exact solution	fission	PF10408 | PF04564	PF10408 PF04564
16	exact solution	fission	PF10457 | PF01852	PF10457 PF01852
16	exact solution	fission	PF11470 | PF00789	PF11470 PF00789
16	exact solution	fission	PF11620 PF02198 | PF00178	PF11620 PF02198 PF00178
16	exact solution	fission	PF11817 | PF12584	PF11817 PF12584
16	exact solution	fission	PF11841 PF04727 | PF16457	PF11841 PF04727 PF16457
16	exact solution	fission	PF11942 PF03439 | PF00467 PF12815	PF11942 PF03439 PF00467 PF12815
16	exact solution	fission	PF11957 | PF00531	PF11957 PF00531
16	exact solution	fission	PF12483 | PF13920	PF12483 PF13920
16	exact solution	fission	PF12624 | PF16908 PF16910	PF12624 PF16908 PF16910
16	exact solution	fission	PF12796 PF00023 PF12796 | PF07693	PF12796 PF00023 PF12796 PF07693
16	exact solution	fission	PF12796 PF08344 | PF00520	PF12796 PF08344 PF00520
16	exact solution	fission	PF12937 PF00560 | PF13516	PF12937 PF00560 PF13516
16	exact solution	fission	PF13393 | PF03129	PF13393 PF03129
16	exact solution	fission	PF13589 PF01119 | PF16413	PF13589 PF01119 PF16413
16	exact solution	fission	PF14444 PF14443 | PF02037	PF14444 PF14443 PF02037
16	exact solution	fission	PF14636 PF14637 | PF14638	PF14636 PF14637 PF14638
16	exact solution	fission	PF14647 | PF14648	PF14647 PF14648
16	exact solution	fission	PF15492 | PF08314	PF15492 PF08314
16	exact solution	fission	PF15917 | PF12166	PF15917 PF12166
16	exact solution	fission	PF16159 | PF00250	PF16159 PF00250
16	exact solution	fission	PF16213 PF12783 | PF09324 PF16206	PF16213 PF12783 PF09324 PF16206
16	exact solution	fission	PF16214 PF00211 PF06327 | PF00211	PF16214 PF00211 PF06327 PF00211
16	exact solution	fission	PF16501 | PF12874	PF16501 PF12874
16	exact solution	fission	PF16884 | PF00107	PF16884 PF00107
16	exact solution	fission	PF17047 | PF00168	PF17047 PF00168
16	exact solution	fission	PF17661 | PF15625 PF00168	PF17661 PF15625 PF00168
16	exact solution	fission	PF17814 | PF00400	PF17814 PF00400
16	exact solution	fission	PF17817 PF00595 | PF00536	PF17817 PF00595 PF00536
16	exact solution	fission	PF19031 PF19032 | PF19033	PF19031 PF19032 PF19033
16	exact solution	fusion	PF00001 PF00026	PF00001 + PF00026
16	exact solution	fusion	PF00001 PF00505	PF00001 + PF00505
16	exact solution	fusion	PF00001 PF00595	PF00001 + PF00595
16	exact solution	fusion	PF00001 PF11326	PF00001 + PF11326
16	exact solution	fusion	PF00001 PF13843	PF00001 + PF13843
16	exact solution	fusion	PF00005 PF00571	PF00005 + PF00571
16	exact solution	fusion	PF00005 PF01061 PF10613 PF00060	PF00005 PF01061 + PF10613 PF00060
16	exact solution	fusion	PF00005 PF07992	PF00005 + PF07992
16	exact solution	fusion	PF00005 PF12848 PF00005 PF00069	PF00005 PF12848 PF00005 + PF00069
16	exact solution	fusion	PF00005 PF19055 PF00536	PF00005 PF19055 + PF00536
16	exact solution	fusion	PF00005 PF19055 PF01061 PF00005 PF19055 PF01061	PF00005 PF19055 PF01061 + PF00005 PF19055 PF01061
16	exact solution	fusion	PF00012 PF00226 PF01556	PF00012 + PF00226 PF01556
16	exact solution	fusion	PF00012 PF00704	PF00012 + PF00704
16	exact solution	fusion	PF00023 PF12796 PF13637 PF12796 PF13637	PF00023 PF12796 + PF13637 PF12796 PF13637
16	exact solution	fusion	PF00023 PF13637	PF00023 + PF13637
16	exact solution	fusion	PF00023 PF13637 PF12796 PF13637	PF00023 + PF13637 PF12796 PF13637
16	exact solution	fusion	PF00027 PF12762	PF00027 + PF12762
16	exact solution	fusion	PF00027 PF13499 PF01694	PF00027 + PF13499 PF01694
16	exact solution	fusion	PF00041 PF16087	PF00041 + PF16087
16	exact solution	fusion	PF00042 PF00168	PF00042 + PF00168
16	exact solution	fusion	PF00043 PF02798 PF00043	PF00043 + PF02798 PF00043
16	exact solution	fusion	PF00043 PF13417 PF00043	PF00043 + PF13417 PF00043
16	exact solution	fusion	PF00044 PF02800 PF09379	PF00044 PF02800 + PF09379
16	exact solution	fusion	PF00047 PF13927 PF07679 PF07714	PF00047 PF13927 + PF07679 PF07714
16	exact solution	fusion	PF00051 PF00001	PF00051 + PF00001
16	exact solution	fusion	PF00051 PF07714	PF00051 + PF07714
16	exact solution	fusion	PF00057 PF00058	PF00057 + PF00058
16	exact solution	fusion	PF00059 PF04857	PF00059 + PF04857
16	exact solution	fusion	PF00059 PF07776 PF00096	PF00059 + PF07776 PF00096
16	exact solution	fusion	PF00060 PF00191	PF00060 + PF00191
16	exact solution	fusion	PF00060 PF04083	PF00060 + PF04083
16	exact solution	fusion	PF00060 PF10613	PF00060 + PF10613
16	exact solution	fusion	PF00060 PF10613 PF00060	PF00060 + PF10613 PF00060
16	exact solution	fusion	PF00060 PF14736	PF00060 + PF14736
16	exact solution	fusion	PF00062 PF05485	PF00062 + PF05485
16	exact solution	fusion	PF00067 PF00059	PF00067 + PF00059
16	exact solution	fusion	PF00067 PF00664 PF00005	PF00067 + PF00664 PF00005
16	exact solution	fusion	PF00067 PF00786 PF00069	PF00067 + PF00786 PF00069
16	exact solution	fusion	PF00067 PF02949	PF00067 + PF02949
16	exact solution	fusion	PF00067 PF05485	PF00067 + PF05485
16	exact solution	fusion	PF00067 PF12762	PF00067 + PF12762
16	exact solution	fusion	PF00067 PF13843	PF00067 + PF13843
16	exact solution	fusion	PF00069 PF00083	PF00069 + PF00083
16	exact solution	fusion	PF00069 PF00433 PF00439 PF00855	PF00069 PF00433 + PF00439 PF00855
16	exact solution	fusion	PF00069 PF00433 PF12796 PF13637	PF00069 PF00433 + PF12796 PF13637
16	exact solution	fusion	PF00069 PF02550 PF13336	PF00069 + PF02550 PF13336
16	exact solution	fusion	PF00069 PF05253	PF00069 + PF05253
16	exact solution	fusion	PF00069 PF08711	PF00069 + PF08711
16	exact solution	fusion	PF00069 PF12063 PF00651	PF00069 PF12063 + PF00651
16	exact solution	fusion	PF00069 PF13912 PF00096 PF13894 PF00096	PF00069 + PF13912 PF00096 PF13894 PF00096
16	exact solution	fusion	PF00071 PF00001	PF00071 + PF00001
16	exact solution	fusion	PF00071 PF05225	PF00071 + PF05225
16	exact solution	fusion	PF00071 PF13843	PF00071 + PF13843
16	exact solution	fusion	PF00076 PF00013 PF02932	PF00076 PF00013 + PF02932
16	exact solution	fusion	PF00076 PF00098 PF00168	PF00076 PF00098 + PF00168
16	exact solution	fusion	PF00076 PF00856	PF00076 + PF00856
16	exact solution	fusion	PF00076 PF01480	PF00076 + PF01480
16	exact solution	fusion	PF00076 PF04061	PF00076 + PF04061
16	exact solution	fusion	PF00078 PF00250	PF00078 + PF00250
16	exact solution	fusion	PF00078 PF12796 PF13637	PF00078 + PF12796 PF13637
16	exact solution	fusion	PF00079 PF00379	PF00079 + PF00379
16	exact solution	fusion	PF00082 PF01483 PF14843 PF04488	PF00082 PF01483 PF14843 + PF04488
16	exact solution	fusion	PF00083 PF01429	PF00083 + PF01429
16	exact solution	fusion	PF00083 PF10613 PF00060	PF00083 + PF10613 PF00060
16	exact solution	fusion	PF00083 PF14846	PF00083 + PF14846
16	exact solution	fusion	PF00085 PF00583	PF00085 + PF00583
16	exact solution	fusion	PF00089 PF00083	PF00089 + PF00083
16	exact solution	fusion	PF00089 PF02949	PF00089 + PF02949
16	exact solution	fusion	PF00089 PF14845 PF00728	PF00089 + PF14845 PF00728
16	exact solution	fusion	PF00090 PF13927	PF00090 + PF13927
16	exact solution	fusion	PF00095 PF00041	PF00095 + PF00041
16	exact solution	fusion	PF00096 PF00903	PF00096 + PF00903
16	exact solution	fusion	PF00096 PF03045	PF00096 + PF03045
16	exact solution	fusion	PF00096 PF05729 PF12796	PF00096 + PF05729 PF12796
16	exact solution	fusion	PF00096 PF07776	PF00096 + PF07776
16	exact solution	fusion	PF00096 PF13843	PF00096 + PF13843
16	exact solution	fusion	PF00096 PF13912 PF12874	PF00096 PF13912 + PF12874
16	exact solution	fusion	PF00098 PF13923	PF00098 + PF13923
16	exact solution	fusion	PF00100 PF00067	PF00100 + PF00067
16	exact solution	fusion	PF00102 PF01105	PF00102 + PF01105
16	exact solution	fusion	PF00105 PF00104 PF00105 PF00104	PF00105 PF00104 + PF00105 PF00104
16	exact solution	fusion	PF00106 PF00732 PF05199 PF00732 PF05199	PF00106 + PF00732 PF05199 PF00732 PF05199
16	exact solution	fusion	PF00106 PF07776	PF00106 + PF07776
16	exact solution	fusion	PF00106 PF13843	PF00106 + PF13843
16	exact solution	fusion	PF00118 PF07690	PF00118 + PF07690
16	exact solution	fusion	PF00122 PF00702 PF00155	PF00122 PF00702 + PF00155
16	exact solution	fusion	PF00125 PF00106	PF00125 + PF00106
16	exact solution	fusion	PF00125 PF00858	PF00125 + PF00858
16	exact solution	fusion	PF00125 PF06585	PF00125 + PF06585
16	exact solution	fusion	PF00128 PF00067	PF00128 + PF00067
16	exact solution	fusion	PF00130 PF00168	PF00130 + PF00168
16	exact solution	fusion	PF00135 PF01633	PF00135 + PF01633
16	exact solution	fusion	PF00135 PF04636	PF00135 + PF04636
16	exact solution	fusion	PF00135 PF13843	PF00135 + PF13843
16	exact solution	fusion	PF00149 PF05011 PF00514 PF02985	PF00149 PF05011 + PF00514 PF02985
16	exact solution	fusion	PF00151 PF03914	PF00151 + PF03914
16	exact solution	fusion	PF00153 PF00330 PF00694	PF00153 + PF00330 PF00694
16	exact solution	fusion	PF00153 PF00400	PF00153 + PF00400
16	exact solution	fusion	PF00153 PF02926	PF00153 + PF02926
16	exact solution	fusion	PF00153 PF13917	PF00153 + PF13917
16	exact solution	fusion	PF00168 PF00069 PF00433	PF00168 + PF00069 PF00433
16	exact solution	fusion	PF00168 PF13843	PF00168 + PF13843
16	exact solution	fusion	PF00169 PF00595	PF00169 + PF00595
16	exact solution	fusion	PF00169 PF00621	PF00169 + PF00621
16	exact solution	fusion	PF00170 PF07992	PF00170 + PF07992
16	exact solution	fusion	PF00171 PF00465	PF00171 + PF00465
16	exact solution	fusion	PF00176 PF00271 PF00557	PF00176 PF00271 + PF00557
16	exact solution	fusion	PF00201 PF00059	PF00201 + PF00059
16	exact solution	fusion	PF00201 PF10545	PF00201 + PF10545
16	exact solution	fusion	PF00225 PF05699	PF00225 + PF05699
16	exact solution	fusion	PF00225 PF12330	PF00225 + PF12330
16	exact solution	fusion	PF00225 PF13855	PF00225 + PF13855
16	exact solution	fusion	PF00226 PF12171 PF06080	PF00226 PF12171 + PF06080
16	exact solution	fusion	PF00254 PF07719	PF00254 + PF07719
16	exact solution	fusion	PF00270 PF00271 PF00270 PF00271	PF00270 PF00271 + PF00270 PF00271
16	exact solution	fusion	PF00271 PF00566	PF00271 + PF00566
16	exact solution	fusion	PF00271 PF02889	PF00271 + PF02889
16	exact solution	fusion	PF00271 PF04408 PF00567	PF00271 PF04408 + PF00567
16	exact solution	fusion	PF00281 PF00673 PF00281 PF00673	PF00281 PF00673 + PF00281 PF00673
16	exact solution	fusion	PF00282 PF00085	PF00282 + PF00085
16	exact solution	fusion	PF00293 PF06963	PF00293 + PF06963
16	exact solution	fusion	PF00307 PF02187 PF03155	PF00307 PF02187 + PF03155
16	exact solution	fusion	PF00320 PF03451 PF00400	PF00320 + PF03451 PF00400
16	exact solution	fusion	PF00335 PF00929	PF00335 + PF00929
16	exact solution	fusion	PF00339 PF02752 PF00339 PF02752	PF00339 PF02752 + PF00339 PF02752
16	exact solution	fusion	PF00339 PF02752 PF01344	PF00339 PF02752 + PF01344
16	exact solution	fusion	PF00350 PF01031 PF02212 PF03221	PF00350 PF01031 PF02212 + PF03221
16	exact solution	fusion	PF00365 PF03137	PF00365 + PF03137
16	exact solution	fusion	PF00373 PF09380 PF00595	PF00373 PF09380 + PF00595
16	exact solution	fusion	PF00390 PF03949 PF00390 PF03949	PF00390 PF03949 + PF00390 PF03949
16	exact solution	fusion	PF00394 PF07731 PF07732 PF00394 PF07731	PF00394 PF07731 + PF07732 PF00394 PF07731
16	exact solution	fusion	PF00400 PF00415 PF13540	PF00400 + PF00415 PF13540
16	exact solution	fusion	PF00400 PF13359	PF00400 + PF13359
16	exact solution	fusion	PF00400 PF15803 PF15805	PF00400 + PF15803 PF15805
16	exact solution	fusion	PF00405 PF00069 PF00433 PF00069	PF00405 + PF00069 PF00433 PF00069
16	exact solution	fusion	PF00413 PF00045 PF01471 PF00413 PF00045	PF00413 PF00045 + PF01471 PF00413 PF00045
16	exact solution	fusion	PF00415 PF00173	PF00415 + PF00173
16	exact solution	fusion	PF00415 PF13540 PF00415	PF00415 PF13540 + PF00415
16	exact solution	fusion	PF00415 PF16077	PF00415 + PF16077
16	exact solution	fusion	PF00416 PF00411	PF00416 + PF00411
16	exact solution	fusion	PF00487 PF00060	PF00487 + PF00060
16	exact solution	fusion	PF00487 PF00651	PF00487 + PF00651
16	exact solution	fusion	PF00498 PF00069 PF00498 PF00069	PF00498 PF00069 + PF00498 PF00069
16	exact solution	fusion	PF00498 PF13086	PF00498 + PF13086
16	exact solution	fusion	PF00501 PF00069	PF00501 + PF00069
16	exact solution	fusion	PF00501 PF13193 PF00135	PF00501 PF13193 + PF00135
16	exact solution	fusion	PF00505 PF00240	PF00505 + PF00240
16	exact solution	fusion	PF00520 PF03184	PF00520 + PF03184
16	exact solution	fusion	PF00535 PF00096	PF00535 + PF00096
16	exact solution	fusion	PF00535 PF00652 PF03184	PF00535 PF00652 + PF03184
16	exact solution	fusion	PF00560 PF13855 PF07679 PF00041	PF00560 PF13855 + PF07679 PF00041
16	exact solution	fusion	PF00561 PF00096	PF00561 + PF00096
16	exact solution	fusion	PF00566 PF00067	PF00566 + PF00067
16	exact solution	fusion	PF00566 PF00078	PF00566 + PF00078
16	exact solution	fusion	PF00566 PF00854	PF00566 + PF00854
16	exact solution	fusion	PF00573 PF00181 PF03947	PF00573 + PF00181 PF03947
16	exact solution	fusion	PF00595 PF15936 PF00412	PF00595 PF15936 + PF00412
16	exact solution	fusion	PF00595 PF17820	PF00595 + PF17820
16	exact solution	fusion	PF00621 PF00169 PF00130	PF00621 PF00169 + PF00130
16	exact solution	fusion	PF00625 PF01192	PF00625 + PF01192
16	exact solution	fusion	PF00628 PF00151	PF00628 + PF00151
16	exact solution	fusion	PF00642 PF00098	PF00642 + PF00098
16	exact solution	fusion	PF00646 PF00400	PF00646 + PF00400
16	exact solution	fusion	PF00648 PF01067 PF00036	PF00648 PF01067 + PF00036
16	exact solution	fusion	PF00648 PF01067 PF00168	PF00648 PF01067 + PF00168
16	exact solution	fusion	PF00651 PF00083	PF00651 + PF00083
16	exact solution	fusion	PF00651 PF07707 PF00328	PF00651 PF07707 + PF00328
16	exact solution	fusion	PF00651 PF09133	PF00651 + PF09133
16	exact solution	fusion	PF00651 PF13912 PF00096	PF00651 + PF13912 PF00096
16	exact solution	fusion	PF00676 PF01749 PF00514 PF16186	PF00676 + PF01749 PF00514 PF16186
16	exact solution	fusion	PF00685 PF10256	PF00685 + PF10256
16	exact solution	fusion	PF00688 PF00019 PF00688 PF00019	PF00688 PF00019 + PF00688 PF00019
16	exact solution	fusion	PF00704 PF01607 PF00704 PF01607	PF00704 PF01607 + PF00704 PF01607
16	exact solution	fusion	PF00752 PF00867 PF18704 PF05222 PF03435 PF16653	PF00752 PF00867 PF18704 + PF05222 PF03435 PF16653
16	exact solution	fusion	PF00753 PF00999	PF00753 + PF00999
16	exact solution	fusion	PF00753 PF07522	PF00753 + PF07522
16	exact solution	fusion	PF00759 PF00858	PF00759 + PF00858
16	exact solution	fusion	PF00780 PF10366 PF00637 PF10367 PF00025	PF00780 PF10366 PF00637 PF10367 + PF00025
16	exact solution	fusion	PF00781 PF00609 PF12796	PF00781 PF00609 + PF12796
16	exact solution	fusion	PF00787 PF02205	PF00787 + PF02205
16	exact solution	fusion	PF00788 PF00063	PF00788 + PF00063
16	exact solution	fusion	PF00814 PF18044	PF00814 + PF18044
16	exact solution	fusion	PF00855 PF01459	PF00855 + PF01459
16	exact solution	fusion	PF00858 PF05225	PF00858 + PF05225
16	exact solution	fusion	PF00858 PF13843	PF00858 + PF13843
16	exact solution	fusion	PF00860 PF12762	PF00860 + PF12762
16	exact solution	fusion	PF00883 PF02789 PF00883	PF00883 + PF02789 PF00883
16	exact solution	fusion	PF00994 PF01507 PF00400	PF00994 PF01507 + PF00400
16	exact solution	fusion	PF01048 PF00177	PF01048 + PF00177
16	exact solution	fusion	PF01074 PF09261 PF07748 PF01074 PF09261 PF07748 PF17677	PF01074 PF09261 PF07748 + PF01074 PF09261 PF07748 PF17677
16	exact solution	fusion	PF01074 PF09261 PF07748 PF17677 PF01074 PF09261 PF07748 PF17677	PF01074 PF09261 PF07748 PF17677 + PF01074 PF09261 PF07748 PF17677
16	exact solution	fusion	PF01094 PF12017	PF01094 + PF12017
16	exact solution	fusion	PF01119 PF08318	PF01119 + PF08318
16	exact solution	fusion	PF01151 PF05890	PF01151 + PF05890
16	exact solution	fusion	PF01151 PF12796	PF01151 + PF12796
16	exact solution	fusion	PF01344 PF00651 PF07707	PF01344 + PF00651 PF07707
16	exact solution	fusion	PF01344 PF13854 PF13415	PF01344 + PF13854 PF13415
16	exact solution	fusion	PF01347 PF00028	PF01347 + PF00028
16	exact solution	fusion	PF01391 PF08477	PF01391 + PF08477
16	exact solution	fusion	PF01394 PF09268 PF13838 PF00637 PF01394 PF09268 PF13838 PF00637	PF01394 PF09268 PF13838 PF00637 + PF01394 PF09268 PF13838 PF00637
16	exact solution	fusion	PF01412 PF00023	PF01412 + PF00023
16	exact solution	fusion	PF01426 PF00505	PF01426 + PF00505
16	exact solution	fusion	PF01426 PF13842	PF01426 + PF13842
16	exact solution	fusion	PF01433 PF11838 PF00089	PF01433 PF11838 + PF00089
16	exact solution	fusion	PF01448 PF00249 PF13912	PF01448 PF00249 + PF13912
16	exact solution	fusion	PF01459 PF00350	PF01459 + PF00350
16	exact solution	fusion	PF01498 PF00001	PF01498 + PF00001
16	exact solution	fusion	PF01498 PF13358	PF01498 + PF13358
16	exact solution	fusion	PF01545 PF00149	PF01545 + PF00149
16	exact solution	fusion	PF01553 PF16317	PF01553 + PF16317
16	exact solution	fusion	PF01602 PF14796 PF00017 PF07714	PF01602 PF14796 + PF00017 PF07714
16	exact solution	fusion	PF01603 PF00089	PF01603 + PF00089
16	exact solution	fusion	PF01607 PF01522	PF01607 + PF01522
16	exact solution	fusion	PF01607 PF05699	PF01607 + PF05699
16	exact solution	fusion	PF01607 PF08393 PF12774	PF01607 + PF08393 PF12774
16	exact solution	fusion	PF01683 PF00057	PF01683 + PF00057
16	exact solution	fusion	PF01694 PF00627	PF01694 + PF00627
16	exact solution	fusion	PF01702 PF00787	PF01702 + PF00787
16	exact solution	fusion	PF01702 PF04083	PF01702 + PF04083
16	exact solution	fusion	PF01758 PF02949	PF01758 + PF02949
16	exact solution	fusion	PF01926 PF00478	PF01926 + PF00478
16	exact solution	fusion	PF02055 PF17189 PF02055	PF02055 PF17189 + PF02055
16	exact solution	fusion	PF02121 PF02862 PF13843	PF02121 PF02862 + PF13843
16	exact solution	fusion	PF02142 PF01979	PF02142 + PF01979
16	exact solution	fusion	PF02150 PF01096 PF01142	PF02150 PF01096 + PF01142
16	exact solution	fusion	PF02182 PF00128	PF02182 + PF00128
16	exact solution	fusion	PF02223 PF13891	PF02223 + PF13891
16	exact solution	fusion	PF02383 PF13606 PF12796	PF02383 + PF13606 PF12796
16	exact solution	fusion	PF02441 PF04127	PF02441 + PF04127
16	exact solution	fusion	PF02493 PF00069	PF02493 + PF00069
16	exact solution	fusion	PF02580 PF01476	PF02580 + PF01476
16	exact solution	fusion	PF02759 PF12068 PF00566	PF02759 + PF12068 PF00566
16	exact solution	fusion	PF02798 PF00043 PF13417 PF00043	PF02798 PF00043 + PF13417 PF00043
16	exact solution	fusion	PF02828 PF00595 PF00018	PF02828 PF00595 + PF00018
16	exact solution	fusion	PF02854 PF02020	PF02854 + PF02020
16	exact solution	fusion	PF02854 PF02847 PF12874 PF00096	PF02854 PF02847 + PF12874 PF00096
16	exact solution	fusion	PF02892 PF13843	PF02892 + PF13843
16	exact solution	fusion	PF02902 PF03184	PF02902 + PF03184
16	exact solution	fusion	PF02949 PF01055	PF02949 + PF01055
16	exact solution	fusion	PF02949 PF01400	PF02949 + PF01400
16	exact solution	fusion	PF02949 PF01494	PF02949 + PF01494
16	exact solution	fusion	PF02949 PF13873	PF02949 + PF13873
16	exact solution	fusion	PF02991 PF12796 PF13857	PF02991 + PF12796 PF13857
16	exact solution	fusion	PF03062 PF00612	PF03062 + PF00612
16	exact solution	fusion	PF03079 PF05485	PF03079 + PF05485
16	exact solution	fusion	PF03145 PF05699	PF03145 + PF05699
16	exact solution	fusion	PF03151 PF00250	PF03151 + PF00250
16	exact solution	fusion	PF03151 PF03221	PF03151 + PF03221
16	exact solution	fusion	PF03155 PF01722	PF03155 + PF01722
16	exact solution	fusion	PF03184 PF00083	PF03184 + PF00083
16	exact solution	fusion	PF03184 PF00248	PF03184 + PF00248
16	exact solution	fusion	PF03184 PF00379	PF03184 + PF00379
